id,language,value,product_id
997,english,Lugia,3485
998,japanese,ルギア,3485
999,chinese,洛奇亚,3485
1000,french,Lugia,3485
1001,english,Ho-Oh,3486
1002,japanese,ホウオウ,3486
1003,chinese,凤王,3486
1004,french,Ho-Oh,3486
1005,english,Celebi,3487
1006,japanese,セレビィ,3487
1007,chinese,时拉比,3487
1008,french,Celebi,3487
1009,english,Treecko,3488
1010,japanese,キモリ,3488
1011,chinese,木守宫,3488
1012,french,Arcko,3488
1013,english,Grovyle,3489
1014,japanese,ジュプトル,3489
1015,chinese,森林蜥蜴,3489
1016,french,Massko,3489
1017,english,Sceptile,3490
1018,japanese,ジュカイン,3490
1019,chinese,蜥蜴王,3490
1020,french,Jungko,3490
1021,english,Torchic,3491
1022,japanese,アチャモ,3491
1023,chinese,火稚鸡,3491
1024,french,Poussifeu,3491
1025,english,Combusken,3492
1026,japanese,ワカシャモ,3492
1027,chinese,力壮鸡,3492
1028,french,Galifeu,3492
1029,english,Blaziken,3493
1030,japanese,バシャーモ,3493
1031,chinese,火焰鸡,3493
1032,french,Braségali,3493
1033,english,Mudkip,3494
1034,japanese,ミズゴロウ,3494
1035,chinese,水跃鱼,3494
1036,french,Gobou,3494
1037,english,Marshtomp,3495
1038,japanese,ヌマクロー,3495
1039,chinese,沼跃鱼,3495
1040,french,Flobio,3495
1041,english,Swampert,3496
1042,japanese,ラグラージ,3496
1043,chinese,巨沼怪,3496
1044,french,Laggron,3496
1045,english,Poochyena,3497
1046,japanese,ポチエナ,3497
1047,chinese,土狼犬,3497
1048,french,Medhyèna,3497
1049,english,Mightyena,3498
1050,japanese,グラエナ,3498
1051,chinese,大狼犬,3498
1052,french,Grahyèna,3498
1053,english,Zigzagoon,3499
1054,japanese,ジグザグマ,3499
1055,chinese,蛇纹熊,3499
1056,french,Zigzaton,3499
1057,english,Linoone,3500
1058,japanese,マッスグマ,3500
1059,chinese,直冲熊,3500
1060,french,Linéon,3500
1061,english,Wurmple,3501
1062,japanese,ケムッソ,3501
1063,chinese,刺尾虫,3501
1064,french,Chenipotte,3501
1065,english,Silcoon,3502
1066,japanese,カラサリス,3502
1067,chinese,甲壳茧,3502
1068,french,Armulys,3502
1069,english,Beautifly,3503
1070,japanese,アゲハント,3503
1071,chinese,狩猎凤蝶,3503
1072,french,Charmillon,3503
1073,english,Cascoon,3504
1074,japanese,マユルド,3504
1075,chinese,盾甲茧,3504
1076,french,Blindalys,3504
1077,english,Dustox,3505
1078,japanese,ドクケイル,3505
1079,chinese,毒粉蛾,3505
1080,french,Papinox,3505
1081,english,Lotad,3506
1082,japanese,ハスボー,3506
1083,chinese,莲叶童子,3506
1084,french,Nénupiot,3506
1085,english,Lombre,3507
1086,japanese,ハスブレロ,3507
1087,chinese,莲帽小童,3507
1088,french,Lombre,3507
1089,english,Ludicolo,3508
1090,japanese,ルンパッパ,3508
1091,chinese,乐天河童,3508
1092,french,Ludicolo,3508
1093,english,Seedot,3509
1094,japanese,タネボー,3509
1095,chinese,橡实果,3509
1096,french,Grainipiot,3509
1097,english,Nuzleaf,3510
1098,japanese,コノハナ,3510
1099,chinese,长鼻叶,3510
1100,french,Pifeuil,3510
1101,english,Shiftry,3511
1102,japanese,ダーテング,3511
1103,chinese,狡猾天狗,3511
1104,french,Tengalice,3511
1105,english,Taillow,3512
1106,japanese,スバメ,3512
1107,chinese,傲骨燕,3512
1108,french,Nirondelle,3512
1109,english,Swellow,3513
1110,japanese,オオスバメ,3513
1111,chinese,大王燕,3513
1112,french,Hélédelle,3513
1113,english,Wingull,3514
1114,japanese,キャモメ,3514
1115,chinese,长翅鸥,3514
1116,french,Goélise,3514
1117,english,Pelipper,3515
1118,japanese,ペリッパー,3515
1119,chinese,大嘴鸥,3515
1120,french,Bekipan,3515
1121,english,Ralts,3516
1122,japanese,ラルトス,3516
1123,chinese,拉鲁拉丝,3516
1124,french,Tarsal,3516
1125,english,Kirlia,3517
1126,japanese,キルリア,3517
1127,chinese,奇鲁莉安,3517
1128,french,Kirlia,3517
1129,english,Gardevoir,3518
1130,japanese,サーナイト,3518
1131,chinese,沙奈朵,3518
1132,french,Gardevoir,3518
1133,english,Surskit,3519
1134,japanese,アメタマ,3519
1135,chinese,溜溜糖球,3519
1136,french,Arakdo,3519
1137,english,Masquerain,3520
1138,japanese,アメモース,3520
1139,chinese,雨翅蛾,3520
1140,french,Maskadra,3520
1141,english,Shroomish,3521
1142,japanese,キノココ,3521
1143,chinese,蘑蘑菇,3521
1144,french,Balignon,3521
1145,english,Breloom,3522
1146,japanese,キノガッサ,3522
1147,chinese,斗笠菇,3522
1148,french,Chapignon,3522
1149,english,Slakoth,3523
1150,japanese,ナマケロ,3523
1151,chinese,懒人獭,3523
1152,french,Parecool,3523
1153,english,Vigoroth,3524
1154,japanese,ヤルキモノ,3524
1155,chinese,过动猿,3524
1156,french,Vigoroth,3524
1157,english,Slaking,3525
1158,japanese,ケッキング,3525
1159,chinese,请假王,3525
1160,french,Monaflèmit,3525
1161,english,Nincada,3526
1162,japanese,ツチニン,3526
1163,chinese,土居忍士,3526
1164,french,Ningale,3526
1165,english,Ninjask,3527
1166,japanese,テッカニン,3527
1167,chinese,铁面忍者,3527
1168,french,Ninjask,3527
1169,english,Shedinja,3528
1170,japanese,ヌケニン,3528
1171,chinese,脱壳忍者,3528
1172,french,Munja,3528
1173,english,Whismur,3529
1174,japanese,ゴニョニョ,3529
1175,chinese,咕妞妞,3529
1176,french,Chuchmur,3529
1177,english,Loudred,3530
1178,japanese,ドゴーム,3530
1179,chinese,吼爆弹,3530
1180,french,Ramboum,3530
1181,english,Exploud,3531
1182,japanese,バクオング,3531
1183,chinese,爆音怪,3531
1184,french,Brouhabam,3531
1185,english,Makuhita,3532
1186,japanese,マクノシタ,3532
1187,chinese,幕下力士,3532
1188,french,Makuhita,3532
1189,english,Hariyama,3533
1190,japanese,ハリテヤマ,3533
1191,chinese,铁掌力士,3533
1192,french,Hariyama,3533
1193,english,Azurill,3534
1194,japanese,ルリリ,3534
1195,chinese,露力丽,3534
1196,french,Azurill,3534
1197,english,Nosepass,3535
1198,japanese,ノズパス,3535
1199,chinese,朝北鼻,3535
1200,french,Tarinor,3535
1201,english,Skitty,3536
1202,japanese,エネコ,3536
1203,chinese,向尾喵,3536
1204,french,Skitty,3536
1205,english,Delcatty,3537
1206,japanese,エネコロロ,3537
1207,chinese,优雅猫,3537
1208,french,Delcatty,3537
1209,english,Sableye,3538
1210,japanese,ヤミラミ,3538
1211,chinese,勾魂眼,3538
1212,french,Ténéfix,3538
1213,english,Mawile,3539
1214,japanese,クチート,3539
1215,chinese,大嘴娃,3539
1216,french,Mysdibule,3539
1217,english,Aron,3540
1218,japanese,ココドラ,3540
1219,chinese,可可多拉,3540
1220,french,Galekid,3540
1221,english,Lairon,3541
1222,japanese,コドラ,3541
1223,chinese,可多拉,3541
1224,french,Galegon,3541
1225,english,Aggron,3542
1226,japanese,ボスゴドラ,3542
1227,chinese,波士可多拉,3542
1228,french,Galeking,3542
1229,english,Meditite,3543
1230,japanese,アサナン,3543
1231,chinese,玛沙那,3543
1232,french,Méditikka,3543
1233,english,Medicham,3544
1234,japanese,チャーレム,3544
1235,chinese,恰雷姆,3544
1236,french,Charmina,3544
1237,english,Electrike,3545
1238,japanese,ラクライ,3545
1239,chinese,落雷兽,3545
1240,french,Dynavolt,3545
1241,english,Manectric,3546
1242,japanese,ライボルト,3546
1243,chinese,雷电兽,3546
1244,french,Élecsprint,3546
1245,english,Plusle,3547
1246,japanese,プラスル,3547
1247,chinese,正电拍拍,3547
1248,french,Posipi,3547
1249,english,Minun,3548
1250,japanese,マイナン,3548
1251,chinese,负电拍拍,3548
1252,french,Négapi,3548
1253,english,Volbeat,3549
1254,japanese,バルビート,3549
1255,chinese,电萤虫,3549
1256,french,Muciole,3549
1257,english,Illumise,3550
1258,japanese,イルミーゼ,3550
1259,chinese,甜甜萤,3550
1260,french,Lumivole,3550
1261,english,Roselia,3551
1262,japanese,ロゼリア,3551
1263,chinese,毒蔷薇,3551
1264,french,Rosélia,3551
1265,english,Gulpin,3552
1266,japanese,ゴクリン,3552
1267,chinese,溶食兽,3552
1268,french,Gloupti,3552
1269,english,Swalot,3553
1270,japanese,マルノーム,3553
1271,chinese,吞食兽,3553
1272,french,Avaltout,3553
1273,english,Carvanha,3554
1274,japanese,キバニア,3554
1275,chinese,利牙鱼,3554
1276,french,Carvanha,3554
1277,english,Sharpedo,3555
1278,japanese,サメハダー,3555
1279,chinese,巨牙鲨,3555
1280,french,Sharpedo,3555
1281,english,Wailmer,3556
1282,japanese,ホエルコ,3556
1283,chinese,吼吼鲸,3556
1284,french,Wailmer,3556
1285,english,Wailord,3557
1286,japanese,ホエルオー,3557
1287,chinese,吼鲸王,3557
1288,french,Wailord,3557
1289,english,Numel,3558
1290,japanese,ドンメル,3558
1291,chinese,呆火驼,3558
1292,french,Chamallot,3558
1293,english,Camerupt,3559
1294,japanese,バクーダ,3559
1295,chinese,喷火驼,3559
1296,french,Camérupt,3559
1297,english,Torkoal,3560
1298,japanese,コータス,3560
1299,chinese,煤炭龟,3560
1300,french,Chartor,3560
1301,english,Spoink,3561
1302,japanese,バネブー,3561
1303,chinese,跳跳猪,3561
1304,french,Spoink,3561
1305,english,Grumpig,3562
1306,japanese,ブーピッグ,3562
1307,chinese,噗噗猪,3562
1308,french,Groret,3562
1309,english,Spinda,3563
1310,japanese,パッチール,3563
1311,chinese,晃晃斑,3563
1312,french,Spinda,3563
1313,english,Trapinch,3564
1314,japanese,ナックラー,3564
1315,chinese,大颚蚁,3564
1316,french,Kraknoix,3564
1317,english,Vibrava,3565
1318,japanese,ビブラーバ,3565
1319,chinese,超音波幼虫,3565
1320,french,Vibraninf,3565
1321,english,Flygon,3566
1322,japanese,フライゴン,3566
1323,chinese,沙漠蜻蜓,3566
1324,french,Libégon,3566
1325,english,Cacnea,3567
1326,japanese,サボネア,3567
1327,chinese,刺球仙人掌,3567
1328,french,Cacnea,3567
1329,english,Cacturne,3568
1330,japanese,ノクタス,3568
1331,chinese,梦歌仙人掌,3568
1332,french,Cacturne,3568
1333,english,Swablu,3569
1334,japanese,チルット,3569
1335,chinese,青绵鸟,3569
1336,french,Tylton,3569
1337,english,Altaria,3570
1338,japanese,チルタリス,3570
1339,chinese,七夕青鸟,3570
1340,french,Altaria,3570
1341,english,Zangoose,3571
1342,japanese,ザングース,3571
1343,chinese,猫鼬斩,3571
1344,french,Mangriff,3571
1345,english,Seviper,3572
1346,japanese,ハブネーク,3572
1347,chinese,饭匙蛇,3572
1348,french,Séviper,3572
1349,english,Lunatone,3573
1350,japanese,ルナトーン,3573
1351,chinese,月石,3573
1352,french,Séléroc,3573
1353,english,Solrock,3574
1354,japanese,ソルロック,3574
1355,chinese,太阳岩,3574
1356,french,Solaroc,3574
1357,english,Barboach,3575
1358,japanese,ドジョッチ,3575
1359,chinese,泥泥鳅,3575
1360,french,Barloche,3575
1361,english,Whiscash,3576
1362,japanese,ナマズン,3576
1363,chinese,鲶鱼王,3576
1364,french,Barbicha,3576
1365,english,Corphish,3577
1366,japanese,ヘイガニ,3577
1367,chinese,龙虾小兵,3577
1368,french,Écrapince,3577
1369,english,Crawdaunt,3578
1370,japanese,シザリガー,3578
1371,chinese,铁螯龙虾,3578
1372,french,Colhomard,3578
1373,english,Baltoy,3579
1374,japanese,ヤジロン,3579
1375,chinese,天秤偶,3579
1376,french,Balbuto,3579
1377,english,Claydol,3580
1378,japanese,ネンドール,3580
1379,chinese,念力土偶,3580
1380,french,Kaorine,3580
1381,english,Lileep,3581
1382,japanese,リリーラ,3581
1383,chinese,触手百合,3581
1384,french,Lilia,3581
1385,english,Cradily,3582
1386,japanese,ユレイドル,3582
1387,chinese,摇篮百合,3582
1388,french,Vacilys,3582
1389,english,Anorith,3583
1390,japanese,アノプス,3583
1391,chinese,太古羽虫,3583
1392,french,Anorith,3583
1393,english,Armaldo,3584
1394,japanese,アーマルド,3584
1395,chinese,太古盔甲,3584
1396,french,Armaldo,3584
1397,english,Feebas,3585
1398,japanese,ヒンバス,3585
1399,chinese,丑丑鱼,3585
1400,french,Barpau,3585
1401,english,Milotic,3586
1402,japanese,ミロカロス,3586
1403,chinese,美纳斯,3586
1404,french,Milobellus,3586
1405,english,Castform,3587
1406,japanese,ポワルン,3587
1407,chinese,飘浮泡泡,3587
1408,french,Morphéo,3587
1409,english,Kecleon,3588
1410,japanese,カクレオン,3588
1411,chinese,变隐龙,3588
1412,french,Kecleon,3588
1413,english,Shuppet,3589
1414,japanese,カゲボウズ,3589
1415,chinese,怨影娃娃,3589
1416,french,Polichombr,3589
1417,english,Banette,3590
1418,japanese,ジュペッタ,3590
1419,chinese,诅咒娃娃,3590
1420,french,Branette,3590
1421,english,Duskull,3591
1422,japanese,ヨマワル,3591
1423,chinese,夜巡灵,3591
1424,french,Skelénox,3591
1425,english,Dusclops,3592
1426,japanese,サマヨール,3592
1427,chinese,彷徨夜灵,3592
1428,french,Téraclope,3592
1429,english,Tropius,3593
1430,japanese,トロピウス,3593
1431,chinese,热带龙,3593
1432,french,Tropius,3593
1433,english,Chimecho,3594
1434,japanese,チリーン,3594
1435,chinese,风铃铃,3594
1436,french,Éoko,3594
1437,english,Absol,3595
1438,japanese,アブソル,3595
1439,chinese,阿勃梭鲁,3595
1440,french,Absol,3595
1441,english,Wynaut,3596
1442,japanese,ソーナノ,3596
1443,chinese,小果然,3596
1444,french,Okéoké,3596
1445,english,Snorunt,3597
1446,japanese,ユキワラシ,3597
1447,chinese,雪童子,3597
1448,french,Stalgamin,3597
1449,english,Glalie,3598
1450,japanese,オニゴーリ,3598
1451,chinese,冰鬼护,3598
1452,french,Oniglali,3598
1453,english,Spheal,3599
1454,japanese,タマザラシ,3599
1455,chinese,海豹球,3599
1456,french,Obalie,3599
1457,english,Sealeo,3600
1458,japanese,トドグラー,3600
1459,chinese,海魔狮,3600
1460,french,Phogleur,3600
1461,english,Walrein,3601
1462,japanese,トドゼルガ,3601
1463,chinese,帝牙海狮,3601
1464,french,Kaimorse,3601
1465,english,Clamperl,3602
1466,japanese,パールル,3602
1467,chinese,珍珠贝,3602
1468,french,Coquiperl,3602
1469,english,Huntail,3603
1470,japanese,ハンテール,3603
1471,chinese,猎斑鱼,3603
1472,french,Serpang,3603
1473,english,Gorebyss,3604
1474,japanese,サクラビス,3604
1475,chinese,樱花鱼,3604
1476,french,Rosabyss,3604
1477,english,Relicanth,3605
1478,japanese,ジーランス,3605
1479,chinese,古空棘鱼,3605
1480,french,Relicanth,3605
1481,english,Luvdisc,3606
1482,japanese,ラブカス,3606
1483,chinese,爱心鱼,3606
1484,french,Lovdisc,3606
1485,english,Bagon,3607
1486,japanese,タツベイ,3607
1487,chinese,宝贝龙,3607
1488,french,Draby,3607
1489,english,Shelgon,3608
1490,japanese,コモルー,3608
1491,chinese,甲壳龙,3608
1492,french,Drackhaus,3608
1493,english,Salamence,3609
1494,japanese,ボーマンダ,3609
1495,chinese,暴飞龙,3609
1496,french,Drattak,3609
1497,english,Beldum,3610
1498,japanese,ダンバル,3610
1499,chinese,铁哑铃,3610
1500,french,Terhal,3610
1501,english,Metang,3611
1502,japanese,メタング,3611
1503,chinese,金属怪,3611
1504,french,Métang,3611
1505,english,Metagross,3612
1506,japanese,メタグロス,3612
1507,chinese,巨金怪,3612
1508,french,Métalosse,3612
1509,english,Regirock,3613
1510,japanese,レジロック,3613
1511,chinese,雷吉洛克,3613
1512,french,Regirock,3613
1513,english,Regice,3614
1514,japanese,レジアイス,3614
1515,chinese,雷吉艾斯,3614
1516,french,Regice,3614
1517,english,Registeel,3615
1518,japanese,レジスチル,3615
1519,chinese,雷吉斯奇鲁,3615
1520,french,Registeel,3615
1521,english,Latias,3616
1522,japanese,ラティアス,3616
1523,chinese,拉帝亚斯,3616
1524,french,Latias,3616
1525,english,Latios,3617
1526,japanese,ラティオス,3617
1527,chinese,拉帝欧斯,3617
1528,french,Latios,3617
1529,english,Kyogre,3618
1530,japanese,カイオーガ,3618
1531,chinese,盖欧卡,3618
1532,french,Kyogre,3618
1533,english,Groudon,3619
1534,japanese,グラードン,3619
1535,chinese,固拉多,3619
1536,french,Groudon,3619
1537,english,Rayquaza,3620
1538,japanese,レックウザ,3620
1539,chinese,烈空坐,3620
1540,french,Rayquaza,3620
1541,english,Jirachi,3621
1542,japanese,ジラーチ,3621
1543,chinese,基拉祈,3621
1544,french,Jirachi,3621
1545,english,Deoxys,3622
1546,japanese,デオキシス,3622
1547,chinese,代欧奇希斯,3622
1548,french,Deoxys,3622
1549,english,Turtwig,3623
1550,japanese,ナエトル,3623
1551,chinese,草苗龟,3623
1552,french,Tortipouss,3623
1553,english,Grotle,3624
1554,japanese,ハヤシガメ,3624
1555,chinese,树林龟,3624
1556,french,Boskara,3624
1557,english,Torterra,3625
1558,japanese,ドダイトス,3625
1559,chinese,土台龟,3625
1560,french,Torterra,3625
1561,english,Chimchar,3626
1562,japanese,ヒコザル,3626
1563,chinese,小火焰猴,3626
1564,french,Ouisticram,3626
1565,english,Monferno,3627
1566,japanese,モウカザル,3627
1567,chinese,猛火猴,3627
1568,french,Chimpenfeu,3627
1569,english,Infernape,3628
1570,japanese,ゴウカザル,3628
1571,chinese,烈焰猴,3628
1572,french,Simiabraz,3628
1573,english,Piplup,3629
1574,japanese,ポッチャマ,3629
1575,chinese,波加曼,3629
1576,french,Tiplouf,3629
1577,english,Prinplup,3630
1578,japanese,ポッタイシ,3630
1579,chinese,波皇子,3630
1580,french,Prinplouf,3630
1581,english,Empoleon,3631
1582,japanese,エンペルト,3631
1583,chinese,帝王拿波,3631
1584,french,Pingoléon,3631
1585,english,Starly,3632
1586,japanese,ムックル,3632
1587,chinese,姆克儿,3632
1588,french,Étourmi,3632
1589,english,Staravia,3633
1590,japanese,ムクバード,3633
1591,chinese,姆克鸟,3633
1592,french,Étourvol,3633
1593,english,Staraptor,3634
1594,japanese,ムクホーク,3634
1595,chinese,姆克鹰,3634
1596,french,Étouraptor,3634
1597,english,Bidoof,3635
1598,japanese,ビッパ,3635
1599,chinese,大牙狸,3635
1600,french,Keunotor,3635
1601,english,Bibarel,3636
1602,japanese,ビーダル,3636
1603,chinese,大尾狸,3636
1604,french,Castorno,3636
1605,english,Kricketot,3637
1606,japanese,コロボーシ,3637
1607,chinese,圆法师,3637
1608,french,Crikzik,3637
1609,english,Kricketune,3638
1610,japanese,コロトック,3638
1611,chinese,音箱蟀,3638
1612,french,Mélokrik,3638
1613,english,Shinx,3639
1614,japanese,コリンク,3639
1615,chinese,小猫怪,3639
1616,french,Lixy,3639
1617,english,Luxio,3640
1618,japanese,ルクシオ,3640
1619,chinese,勒克猫,3640
1620,french,Luxio,3640
1621,english,Luxray,3641
